10000,4.88e-05,5.02e-05
100000,0.0004623,0.0004529
1000000,0.0038347,0.0046082
10000000,0.0381298,0.0432109
100000000,0.381361,0.441703
10000,4.94e-05,6.17e-05
100000,0.0003839,0.0004254
1000000,0.0036916,0.0042735
10000000,0.0376417,0.042613
100000000,0.359509,0.420778
